SOURCE_ID	SOURCE_NAME	TARGET_ID	TARGET_NAME	FullFams
List-2023-1308-144	STEPMOTHER	List-2023-1308-135	MOTHER-IN-LAW (OF MAN)	3
List-2023-1308-144	STEPMOTHER	List-2023-1308-136	MOTHER-IN-LAW (OF WOMAN)	3
List-2023-1308-144	STEPMOTHER	List-2023-1308-143	STEPFATHER	4
List-2023-1308-145	STEPSON	List-2023-1308-146	STEPDAUGHTER	15
List-2023-1308-145	STEPSON	List-2023-1308-91	SON	3
List-2023-1308-146	STEPDAUGHTER	List-2023-1308-129	NIECE	4
List-2023-1308-146	STEPDAUGHTER	List-2023-1308-145	STEPSON	15
List-2023-1308-148	WIDOW	List-2023-1308-149	WIDOWER	17
List-2023-1308-149	WIDOWER	List-2023-1308-148	WIDOW	17
List-2023-1308-150	RELATIVES	List-2023-1308-104	PARENTS	5
List-2023-1308-150	RELATIVES	List-2023-1308-108	BROTHER	3
List-2023-1308-150	RELATIVES	List-2023-1308-109	SIBLING	3
List-2023-1308-150	RELATIVES	List-2023-1308-112	SISTER	3
List-2023-1308-150	RELATIVES	List-2023-1308-1189	PEOPLE	3
List-2023-1308-150	RELATIVES	List-2023-1308-1190	CLAN	8
List-2023-1308-150	RELATIVES	List-2023-1308-1196	CITIZEN	4
List-2023-1308-150	RELATIVES	List-2023-1308-1203	FRIEND	5
List-2023-1308-150	RELATIVES	List-2023-1308-130	COUSIN	3
List-2023-1308-150	RELATIVES	List-2023-1308-132	DESCENDANTS	3
List-2023-1308-150	RELATIVES	List-2023-1308-151	FAMILY	20
List-2023-1308-151	FAMILY	List-2023-1308-104	PARENTS	7
List-2023-1308-151	FAMILY	List-2023-1308-1189	PEOPLE	3
List-2023-1308-151	FAMILY	List-2023-1308-150	RELATIVES	20
List-2023-1308-151	FAMILY	List-2023-1308-548	HOUSE	6
List-2023-1308-151	FAMILY	List-2023-1308-551	ROOM	3
List-2023-1308-152	I	List-2023-1308-155	WE	5
List-2023-1308-153	THOU	List-2023-1308-158	YOU	10
List-2023-1308-154	HE OR SHE OR IT	List-2023-1308-159	THEY	18
List-2023-1308-155	WE	List-2023-1308-152	I	5
List-2023-1308-155	WE	List-2023-1308-156	WE (INCLUSIVE)	13
List-2023-1308-155	WE	List-2023-1308-157	WE (EXCLUSIVE)	13
List-2023-1308-156	WE (INCLUSIVE)	List-2023-1308-155	WE	13
List-2023-1308-156	WE (INCLUSIVE)	List-2023-1308-157	WE (EXCLUSIVE)	13
List-2023-1308-156	WE (INCLUSIVE)	List-2023-1308-82	PERSON	3
List-2023-1308-157	WE (EXCLUSIVE)	List-2023-1308-155	WE	13
List-2023-1308-157	WE (EXCLUSIVE)	List-2023-1308-156	WE (INCLUSIVE)	13
List-2023-1308-158	YOU	List-2023-1308-153	THOU	10
List-2023-1308-158	YOU	List-2023-1308-159	THEY	5
List-2023-1308-159	THEY	List-2023-1308-154	HE OR SHE OR IT	18
List-2023-1308-159	THEY	List-2023-1308-158	YOU	5
List-2023-1308-160	ANIMAL	List-2023-1308-161	LIVESTOCK	12
List-2023-1308-160	ANIMAL	List-2023-1308-162	CATTLE	7
List-2023-1308-160	ANIMAL	List-2023-1308-193	BIRD	4
List-2023-1308-160	ANIMAL	List-2023-1308-459	MEAT	4
List-2023-1308-160	ANIMAL	List-2023-1308-804	THING	3
List-2023-1308-161	LIVESTOCK	List-2023-1308-160	ANIMAL	12
List-2023-1308-161	LIVESTOCK	List-2023-1308-162	CATTLE	16
List-2023-1308-162	CATTLE	List-2023-1308-160	ANIMAL	7
List-2023-1308-162	CATTLE	List-2023-1308-161	LIVESTOCK	16
List-2023-1308-162	CATTLE	List-2023-1308-166	BULL	4
List-2023-1308-162	CATTLE	List-2023-1308-167	OX	6
List-2023-1308-162	CATTLE	List-2023-1308-168	COW	17
List-2023-1308-163	PASTURE	List-2023-1308-12	PLAIN	11
List-2023-1308-163	PASTURE	List-2023-1308-591	FIELD	4
List-2023-1308-163	PASTURE	List-2023-1308-619	GRASS	14
List-2023-1308-165	STABLE	List-2023-1308-594	FENCE	5
List-2023-1308-166	BULL	List-2023-1308-162	CATTLE	4
List-2023-1308-166	BULL	List-2023-1308-167	OX	12
List-2023-1308-166	BULL	List-2023-1308-168	COW	5
List-2023-1308-166	BULL	List-2023-1308-87	MALE (OF ANIMAL)	4
List-2023-1308-167	OX	List-2023-1308-162	CATTLE	6
List-2023-1308-167	OX	List-2023-1308-166	BULL	12
List-2023-1308-167	OX	List-2023-1308-168	COW	5
List-2023-1308-168	COW	List-2023-1308-162	CATTLE	17
List-2023-1308-168	COW	List-2023-1308-166	BULL	5
List-2023-1308-168	COW	List-2023-1308-167	OX	5
List-2023-1308-170	SHEEP	List-2023-1308-171	RAM	6
List-2023-1308-170	SHEEP	List-2023-1308-172	EWE	12
List-2023-1308-170	SHEEP	List-2023-1308-173	LAMB	8
List-2023-1308-170	SHEEP	List-2023-1308-177	GOAT	4
List-2023-1308-171	RAM	List-2023-1308-170	SHEEP	6
List-2023-1308-171	RAM	List-2023-1308-172	EWE	5
List-2023-1308-171	RAM	List-2023-1308-178	MALE GOAT	8
List-2023-1308-172	EWE	List-2023-1308-170	SHEEP	12
List-2023-1308-172	EWE	List-2023-1308-171	RAM	5
List-2023-1308-172	EWE	List-2023-1308-173	LAMB	4
List-2023-1308-173	LAMB	List-2023-1308-170	SHEEP	8
List-2023-1308-173	LAMB	List-2023-1308-172	EWE	4
List-2023-1308-174	BOAR (MALE PIG)	List-2023-1308-175	SOW (FEMALE PIG)	3
List-2023-1308-174	BOAR (MALE PIG)	List-2023-1308-176	PIG	12
List-2023-1308-175	SOW (FEMALE PIG)	List-2023-1308-174	BOAR (MALE PIG)	3
List-2023-1308-175	SOW (FEMALE PIG)	List-2023-1308-176	PIG	8
List-2023-1308-176	PIG	List-2023-1308-174	BOAR (MALE PIG)	12
List-2023-1308-176	PIG	List-2023-1308-175	SOW (FEMALE PIG)	8
List-2023-1308-177	GOAT	List-2023-1308-170	SHEEP	4
List-2023-1308-177	GOAT	List-2023-1308-178	MALE GOAT	7
List-2023-1308-178	MALE GOAT	List-2023-1308-171	RAM	8
List-2023-1308-178	MALE GOAT	List-2023-1308-177	GOAT	7
List-2023-1308-180	HORSE	List-2023-1308-181	STALLION	4
List-2023-1308-180	HORSE	List-2023-1308-182	MARE	7
List-2023-1308-180	HORSE	List-2023-1308-184	DONKEY	4
List-2023-1308-180	HORSE	List-2023-1308-185	MULE	5
List-2023-1308-181	STALLION	List-2023-1308-180	HORSE	4
List-2023-1308-181	STALLION	List-2023-1308-183	FOAL	3
List-2023-1308-182	MARE	List-2023-1308-180	HORSE	7
List-2023-1308-183	FOAL	List-2023-1308-181	STALLION	3
List-2023-1308-184	DONKEY	List-2023-1308-180	HORSE	4
List-2023-1308-184	DONKEY	List-2023-1308-185	MULE	5
List-2023-1308-185	MULE	List-2023-1308-180	HORSE	5
List-2023-1308-185	MULE	List-2023-1308-184	DONKEY	5
List-2023-1308-186	FOWL	List-2023-1308-187	ROOSTER	3
List-2023-1308-186	FOWL	List-2023-1308-188	HEN	11
List-2023-1308-186	FOWL	List-2023-1308-189	CHICKEN	8
List-2023-1308-186	FOWL	List-2023-1308-193	BIRD	20
List-2023-1308-187	ROOSTER	List-2023-1308-186	FOWL	3
List-2023-1308-187	ROOSTER	List-2023-1308-188	HEN	8
List-2023-1308-187	ROOSTER	List-2023-1308-189	CHICKEN	8
List-2023-1308-188	HEN	List-2023-1308-186	FOWL	11
List-2023-1308-188	HEN	List-2023-1308-187	ROOSTER	8
List-2023-1308-188	HEN	List-2023-1308-189	CHICKEN	14
List-2023-1308-189	CHICKEN	List-2023-1308-186	FOWL	8
List-2023-1308-189	CHICKEN	List-2023-1308-187	ROOSTER	8
List-2023-1308-189	CHICKEN	List-2023-1308-188	HEN	14
List-2023-1308-190	GOOSE	List-2023-1308-191	DUCK	7
List-2023-1308-191	DUCK	List-2023-1308-190	GOOSE	7
List-2023-1308-192	NEST	List-2023-1308-235	BEEHIVE	4
List-2023-1308-192	NEST	List-2023-1308-569	BED	3
List-2023-1308-193	BIRD	List-2023-1308-160	ANIMAL	4
List-2023-1308-193	BIRD	List-2023-1308-186	FOWL	20
List-2023-1308-196	EAGLE	List-2023-1308-197	HAWK	10
List-2023-1308-196	EAGLE	List-2023-1308-198	VULTURE	7
List-2023-1308-197	HAWK	List-2023-1308-196	EAGLE	10
List-2023-1308-197	HAWK	List-2023-1308-198	VULTURE	7
List-2023-1308-198	VULTURE	List-2023-1308-196	EAGLE	7
List-2023-1308-198	VULTURE	List-2023-1308-197	HAWK	7
List-2023-1308-198	VULTURE	List-2023-1308-201	CROW	4
List-2023-1308-201	CROW	List-2023-1308-198	VULTURE	4
List-2023-1308-208	FISH	List-2023-1308-253	FLESH	3
List-2023-1308-208	FISH	List-2023-1308-459	MEAT	3
List-2023-1308-209	FIN	List-2023-1308-322	WING	8
List-2023-1308-209	FIN	List-2023-1308-323	FEATHER	4
List-2023-1308-210	SCALE	List-2023-1308-211	SHELL	6
List-2023-1308-210	SCALE	List-2023-1308-251	SKIN	3
List-2023-1308-210	SCALE	List-2023-1308-258	DANDRUFF	3
List-2023-1308-210	SCALE	List-2023-1308-639	BARK	7
List-2023-1308-210	SCALE	List-2023-1308-708	MONEY	4
List-2023-1308-211	SHELL	List-2023-1308-210	SCALE	6
List-2023-1308-211	SHELL	List-2023-1308-245	SNAIL	11
List-2023-1308-211	SHELL	List-2023-1308-251	SKIN	5
List-2023-1308-211	SHELL	List-2023-1308-498	LEATHER	4
List-2023-1308-211	SHELL	List-2023-1308-639	BARK	5
List-2023-1308-212	SHARK	List-2023-1308-214	WHALE	3
List-2023-1308-214	WHALE	List-2023-1308-212	SHARK	3
List-2023-1308-223	INSECT	List-2023-1308-239	MOSQUITO	3
List-2023-1308-223	INSECT	List-2023-1308-240	WORM	8
List-2023-1308-224	LOUSE	List-2023-1308-225	NIT	3
List-2023-1308-224	LOUSE	List-2023-1308-226	FLEA	10
List-2023-1308-225	NIT	List-2023-1308-224	LOUSE	3
List-2023-1308-225	NIT	List-2023-1308-486	EGG	3
List-2023-1308-226	FLEA	List-2023-1308-224	LOUSE	10
List-2023-1308-227	CENTIPEDE	List-2023-1308-228	SCORPION	3
List-2023-1308-228	SCORPION	List-2023-1308-227	CENTIPEDE	3
List-2023-1308-231	SPIDER	List-2023-1308-232	SPIDER WEB	3
List-2023-1308-232	SPIDER WEB	List-2023-1308-231	SPIDER	3
List-2023-1308-233	BEE	List-2023-1308-234	BEESWAX	3
List-2023-1308-233	BEE	List-2023-1308-235	BEEHIVE	4
List-2023-1308-233	BEE	List-2023-1308-236	WASP	11
List-2023-1308-233	BEE	List-2023-1308-477	HONEY	12
List-2023-1308-234	BEESWAX	List-2023-1308-233	BEE	3
List-2023-1308-234	BEESWAX	List-2023-1308-284	EARWAX	3
List-2023-1308-234	BEESWAX	List-2023-1308-576	CANDLE	6
List-2023-1308-235	BEEHIVE	List-2023-1308-192	NEST	4
List-2023-1308-235	BEEHIVE	List-2023-1308-233	BEE	4
List-2023-1308-235	BEEHIVE	List-2023-1308-477	HONEY	3
List-2023-1308-236	WASP	List-2023-1308-233	BEE	11
List-2023-1308-237	FLY (INSECT)	List-2023-1308-238	SANDFLY	4
List-2023-1308-237	FLY (INSECT)	List-2023-1308-239	MOSQUITO	4
List-2023-1308-238	SANDFLY	List-2023-1308-237	FLY (INSECT)	4
List-2023-1308-238	SANDFLY	List-2023-1308-239	MOSQUITO	9
List-2023-1308-239	MOSQUITO	List-2023-1308-223	INSECT	3
List-2023-1308-239	MOSQUITO	List-2023-1308-237	FLY (INSECT)	4
List-2023-1308-239	MOSQUITO	List-2023-1308-238	SANDFLY	9
List-2023-1308-240	WORM	List-2023-1308-1297	BAIT	4
List-2023-1308-240	WORM	List-2023-1308-223	INSECT	8
List-2023-1308-240	WORM	List-2023-1308-241	SNAKE	3
List-2023-1308-241	SNAKE	List-2023-1308-240	WORM	3
List-2023-1308-245	SNAIL	List-2023-1308-211	SHELL	11
List-2023-1308-247	LIZARD	List-2023-1308-248	CROCODILE	4
List-2023-1308-248	CROCODILE	List-2023-1308-247	LIZARD	4
List-2023-1308-250	BODY	List-2023-1308-251	SKIN	5
List-2023-1308-250	BODY	List-2023-1308-253	FLESH	8
List-2023-1308-250	BODY	List-2023-1308-376	CORPSE	7
List-2023-1308-250	BODY	List-2023-1308-459	MEAT	4
List-2023-1308-250	BODY	List-2023-1308-637	TREE TRUNK	6
List-2023-1308-251	SKIN	List-2023-1308-210	SCALE	3
List-2023-1308-251	SKIN	List-2023-1308-211	SHELL	5
List-2023-1308-251	SKIN	List-2023-1308-250	BODY	5
List-2023-1308-251	SKIN	List-2023-1308-252	FUR	19
List-2023-1308-251	SKIN	List-2023-1308-253	FLESH	4
List-2023-1308-251	SKIN	List-2023-1308-446	PEEL	3
List-2023-1308-251	SKIN	List-2023-1308-498	LEATHER	33
List-2023-1308-251	SKIN	List-2023-1308-639	BARK	20
List-2023-1308-251	SKIN	List-2023-1308-676	PULL OFF (SKIN)	3
List-2023-1308-252	FUR	List-2023-1308-251	SKIN	19
List-2023-1308-252	FUR	List-2023-1308-254	HAIR (HEAD)	15
List-2023-1308-252	FUR	List-2023-1308-255	HAIR (BODY)	19
List-2023-1308-252	FUR	List-2023-1308-256	PUBIC HAIR	7
List-2023-1308-252	FUR	List-2023-1308-323	FEATHER	12
List-2023-1308-252	FUR	List-2023-1308-493	WOOL	6
List-2023-1308-252	FUR	List-2023-1308-497	FELT	3
List-2023-1308-252	FUR	List-2023-1308-498	LEATHER	22
List-2023-1308-252	FUR	List-2023-1308-639	BARK	6
List-2023-1308-253	FLESH	List-2023-1308-208	FISH	3
List-2023-1308-253	FLESH	List-2023-1308-250	BODY	8
List-2023-1308-253	FLESH	List-2023-1308-251	SKIN	4
List-2023-1308-253	FLESH	List-2023-1308-459	MEAT	41
List-2023-1308-254	HAIR (HEAD)	List-2023-1308-252	FUR	15
List-2023-1308-254	HAIR (HEAD)	List-2023-1308-255	HAIR (BODY)	22
List-2023-1308-254	HAIR (HEAD)	List-2023-1308-256	PUBIC HAIR	12
List-2023-1308-254	HAIR (HEAD)	List-2023-1308-267	HEAD	6
List-2023-1308-254	HAIR (HEAD)	List-2023-1308-323	FEATHER	17
List-2023-1308-254	HAIR (HEAD)	List-2023-1308-493	WOOL	7
List-2023-1308-254	HAIR (HEAD)	List-2023-1308-542	BRAID	3
List-2023-1308-254	HAIR (HEAD)	List-2023-1308-625	LEAF	4
List-2023-1308-255	HAIR (BODY)	List-2023-1308-252	FUR	19
List-2023-1308-255	HAIR (BODY)	List-2023-1308-254	HAIR (HEAD)	22
List-2023-1308-255	HAIR (BODY)	List-2023-1308-256	PUBIC HAIR	15
List-2023-1308-255	HAIR (BODY)	List-2023-1308-323	FEATHER	18
List-2023-1308-255	HAIR (BODY)	List-2023-1308-493	WOOL	10
List-2023-1308-256	PUBIC HAIR	List-2023-1308-252	FUR	7
List-2023-1308-256	PUBIC HAIR	List-2023-1308-254	HAIR (HEAD)	12
List-2023-1308-256	PUBIC HAIR	List-2023-1308-255	HAIR (BODY)	15
List-2023-1308-256	PUBIC HAIR	List-2023-1308-323	FEATHER	9
List-2023-1308-256	PUBIC HAIR	List-2023-1308-493	WOOL	3
List-2023-1308-257	BEARD	List-2023-1308-275	CHIN	5
List-2023-1308-258	DANDRUFF	List-2023-1308-210	SCALE	3
List-2023-1308-259	BLOOD	List-2023-1308-1028	RED	3
List-2023-1308-260	BLOOD VESSEL	List-2023-1308-623	ROOT	4
List-2023-1308-261	BONE	List-2023-1308-262	RIB	3
List-2023-1308-261	BONE	List-2023-1308-266	SPINE	3
List-2023-1308-261	BONE	List-2023-1308-302	SHOULDERBLADE	3
List-2023-1308-261	BONE	List-2023-1308-314	LEG	5
List-2023-1308-261	BONE	List-2023-1308-376	CORPSE	3
List-2023-1308-262	RIB	List-2023-1308-261	BONE	3
List-2023-1308-262	RIB	List-2023-1308-35	SIDE	3
List-2023-1308-263	HORN (ANATOMY)	List-2023-1308-1182	BRASS INSTRUMENT (HORN OR TRUMPET)	6
List-2023-1308-263	HORN (ANATOMY)	List-2023-1308-624	BRANCH OR TWIG	4
List-2023-1308-263	HORN (ANATOMY)	List-2023-1308-904	CORNER	3
List-2023-1308-264	TAIL	List-2023-1308-337	BUTTOCKS	3
List-2023-1308-264	TAIL	List-2023-1308-340	PENIS	3
List-2023-1308-264	TAIL	List-2023-1308-871	END (OF SPACE)	3
List-2023-1308-265	BACK	List-2023-1308-266	SPINE	6
List-2023-1308-265	BACK	List-2023-1308-301	SHOULDER	5
List-2023-1308-265	BACK	List-2023-1308-336	WAIST	5
List-2023-1308-265	BACK	List-2023-1308-842	BEHIND	5
List-2023-1308-266	SPINE	List-2023-1308-261	BONE	3
List-2023-1308-266	SPINE	List-2023-1308-265	BACK	6
List-2023-1308-267	HEAD	List-2023-1308-1097	MIND	4
List-2023-1308-267	HEAD	List-2023-1308-254	HAIR (HEAD)	6
List-2023-1308-267	HEAD	List-2023-1308-268	CHIEFTAIN	6
List-2023-1308-267	HEAD	List-2023-1308-270	SKULL	11
List-2023-1308-267	HEAD	List-2023-1308-869	TOP	10
List-2023-1308-267	HEAD	List-2023-1308-871	END (OF SPACE)	3
List-2023-1308-267	HEAD	List-2023-1308-964	BEGIN OR START	3
List-2023-1308-268	CHIEFTAIN	List-2023-1308-1197	MASTER	9
List-2023-1308-268	CHIEFTAIN	List-2023-1308-267	HEAD	6
List-2023-1308-268	CHIEFTAIN	List-2023-1308-492	KING	13
List-2023-1308-268	CHIEFTAIN	List-2023-1308-869	TOP	5
List-2023-1308-269	TEMPLES	List-2023-1308-1277	TEMPLE	3
List-2023-1308-270	SKULL	List-2023-1308-267	HEAD	11
List-2023-1308-271	BRAIN	List-2023-1308-1097	MIND	8
List-2023-1308-272	FACE	List-2023-1308-1024	COLOR	3
List-2023-1308-272	FACE	List-2023-1308-273	FOREHEAD	8
List-2023-1308-272	FACE	List-2023-1308-274	JAW	4
List-2023-1308-272	FACE	List-2023-1308-276	CHEEK	10
List-2023-1308-272	FACE	List-2023-1308-277	EYE	10
List-2023-1308-272	FACE	List-2023-1308-286	MOUTH	3
List-2023-1308-272	FACE	List-2023-1308-60	EDGE	3
List-2023-1308-272	FACE	List-2023-1308-848	IN FRONT OF	3
List-2023-1308-273	FOREHEAD	List-2023-1308-272	FACE	8
List-2023-1308-274	JAW	List-2023-1308-272	FACE	4
List-2023-1308-274	JAW	List-2023-1308-275	CHIN	19
List-2023-1308-274	JAW	List-2023-1308-276	CHEEK	9
List-2023-1308-274	JAW	List-2023-1308-296	GUMS	3
List-2023-1308-275	CHIN	List-2023-1308-257	BEARD	5
List-2023-1308-275	CHIN	List-2023-1308-274	JAW	19
List-2023-1308-276	CHEEK	List-2023-1308-272	FACE	10
List-2023-1308-276	CHEEK	List-2023-1308-274	JAW	9
List-2023-1308-277	EYE	List-2023-1308-272	FACE	10
List-2023-1308-277	EYE	List-2023-1308-606	SEED	4
List-2023-1308-277	EYE	List-2023-1308-613	GRAIN	3
List-2023-1308-278	EYEBROW	List-2023-1308-280	EYELASH	10
List-2023-1308-279	EYELID	List-2023-1308-280	EYELASH	6
List-2023-1308-280	EYELASH	List-2023-1308-278	EYEBROW	10
List-2023-1308-280	EYELASH	List-2023-1308-279	EYELID	6
List-2023-1308-282	EAR	List-2023-1308-283	EARLOBE	9
List-2023-1308-283	EARLOBE	List-2023-1308-282	EAR	9
List-2023-1308-284	EARWAX	List-2023-1308-234	BEESWAX	3
List-2023-1308-285	NOSTRIL	List-2023-1308-10	NASAL MUCUS (SNOT)	3
List-2023-1308-286	MOUTH	List-2023-1308-1159	WORD	4
List-2023-1308-286	MOUTH	List-2023-1308-272	FACE	3
List-2023-1308-286	MOUTH	List-2023-1308-287	BEAK	9
List-2023-1308-286	MOUTH	List-2023-1308-289	LIP	10
List-2023-1308-286	MOUTH	List-2023-1308-293	LANGUAGE	4
List-2023-1308-286	MOUTH	List-2023-1308-300	THROAT	3
List-2023-1308-286	MOUTH	List-2023-1308-60	EDGE	8
List-2023-1308-286	MOUTH	List-2023-1308-696	HOLE	3
List-2023-1308-287	BEAK	List-2023-1308-286	MOUTH	9
List-2023-1308-287	BEAK	List-2023-1308-289	LIP	8
List-2023-1308-287	BEAK	List-2023-1308-294	TOOTH	8
List-2023-1308-287	BEAK	List-2023-1308-871	END (OF SPACE)	3
List-2023-1308-287	BEAK	List-2023-1308-9	NOSE	17
List-2023-1308-288	BEAM	List-2023-1308-390	BOARD	3
List-2023-1308-288	BEAM	List-2023-1308-41	TREE	3
List-2023-1308-288	BEAM	List-2023-1308-42	WOOD	3
List-2023-1308-288	BEAM	List-2023-1308-581	RIDGEPOLE	9
List-2023-1308-288	BEAM	List-2023-1308-582	RAFTER	12
List-2023-1308-288	BEAM	List-2023-1308-583	POST	6
List-2023-1308-289	LIP	List-2023-1308-286	MOUTH	10
List-2023-1308-289	LIP	List-2023-1308-287	BEAK	8
List-2023-1308-289	LIP	List-2023-1308-60	EDGE	7
List-2023-1308-290	TONGUE	List-2023-1308-293	LANGUAGE	7
List-2023-1308-291	UPPER LEG (THIGH)	List-2023-1308-292	HIP	8
List-2023-1308-291	UPPER LEG (THIGH)	List-2023-1308-314	LEG	17
List-2023-1308-291	UPPER LEG (THIGH)	List-2023-1308-315	FOOT	3
List-2023-1308-291	UPPER LEG (THIGH)	List-2023-1308-316	CALF OF LEG	3
List-2023-1308-291	UPPER LEG (THIGH)	List-2023-1308-337	BUTTOCKS	5
List-2023-1308-292	HIP	List-2023-1308-291	UPPER LEG (THIGH)	8
List-2023-1308-292	HIP	List-2023-1308-336	WAIST	8
List-2023-1308-292	HIP	List-2023-1308-337	BUTTOCKS	9
List-2023-1308-293	LANGUAGE	List-2023-1308-1018	SOUND OR NOISE	4
List-2023-1308-293	LANGUAGE	List-2023-1308-1145	VOICE	17
List-2023-1308-293	LANGUAGE	List-2023-1308-1153	SPEAK	9
List-2023-1308-293	LANGUAGE	List-2023-1308-1155	SAY	4
List-2023-1308-293	LANGUAGE	List-2023-1308-1157	SPEECH	5
List-2023-1308-293	LANGUAGE	List-2023-1308-1159	WORD	33
List-2023-1308-293	LANGUAGE	List-2023-1308-286	MOUTH	4
List-2023-1308-293	LANGUAGE	List-2023-1308-290	TONGUE	7
List-2023-1308-294	TOOTH	List-2023-1308-287	BEAK	8
List-2023-1308-294	TOOTH	List-2023-1308-295	MOLAR TOOTH	7
List-2023-1308-295	MOLAR TOOTH	List-2023-1308-294	TOOTH	7
List-2023-1308-296	GUMS	List-2023-1308-274	JAW	3
List-2023-1308-297	NECK	List-2023-1308-1145	VOICE	3
List-2023-1308-297	NECK	List-2023-1308-298	COLLAR	9
List-2023-1308-297	NECK	List-2023-1308-299	NAPE (OF NECK)	16
List-2023-1308-297	NECK	List-2023-1308-300	THROAT	17
List-2023-1308-298	COLLAR	List-2023-1308-297	NECK	9
List-2023-1308-298	COLLAR	List-2023-1308-300	THROAT	4
List-2023-1308-298	COLLAR	List-2023-1308-534	NECKLACE	6
List-2023-1308-299	NAPE (OF NECK)	List-2023-1308-297	NECK	16
List-2023-1308-300	THROAT	List-2023-1308-1145	VOICE	6
List-2023-1308-300	THROAT	List-2023-1308-286	MOUTH	3
List-2023-1308-300	THROAT	List-2023-1308-297	NECK	17
List-2023-1308-300	THROAT	List-2023-1308-298	COLLAR	4
List-2023-1308-301	SHOULDER	List-2023-1308-265	BACK	5
List-2023-1308-301	SHOULDER	List-2023-1308-302	SHOULDERBLADE	3
List-2023-1308-301	SHOULDER	List-2023-1308-303	COLLARBONE	3
List-2023-1308-301	SHOULDER	List-2023-1308-304	ARM	4
List-2023-1308-302	SHOULDERBLADE	List-2023-1308-261	BONE	3
List-2023-1308-302	SHOULDERBLADE	List-2023-1308-301	SHOULDER	3
List-2023-1308-302	SHOULDERBLADE	List-2023-1308-303	COLLARBONE	4
List-2023-1308-302	SHOULDERBLADE	List-2023-1308-599	SPADE	4
List-2023-1308-302	SHOULDERBLADE	List-2023-1308-600	SHOVEL	3
List-2023-1308-303	COLLARBONE	List-2023-1308-301	SHOULDER	3
List-2023-1308-303	COLLARBONE	List-2023-1308-302	SHOULDERBLADE	4
List-2023-1308-304	ARM	List-2023-1308-1296	FATHOM	4
List-2023-1308-304	ARM	List-2023-1308-301	SHOULDER	4
List-2023-1308-304	ARM	List-2023-1308-305	HAND	19
List-2023-1308-304	ARM	List-2023-1308-308	WRIST	6
List-2023-1308-304	ARM	List-2023-1308-310	FINGER	3
List-2023-1308-304	ARM	List-2023-1308-322	WING	9
List-2023-1308-304	ARM	List-2023-1308-624	BRANCH OR TWIG	4
List-2023-1308-305	HAND	List-2023-1308-304	ARM	19
List-2023-1308-305	HAND	List-2023-1308-308	WRIST	5
List-2023-1308-305	HAND	List-2023-1308-309	PALM OF HAND	5
List-2023-1308-305	HAND	List-2023-1308-310	FINGER	8
List-2023-1308-305	HAND	List-2023-1308-313	CLAW	3
List-2023-1308-305	HAND	List-2023-1308-322	WING	3
List-2023-1308-305	HAND	List-2023-1308-624	BRANCH OR TWIG	3
List-2023-1308-307	ELBOW	List-2023-1308-317	KNEE	6
List-2023-1308-307	ELBOW	List-2023-1308-904	CORNER	4
List-2023-1308-308	WRIST	List-2023-1308-304	ARM	6
List-2023-1308-308	WRIST	List-2023-1308-305	HAND	5
List-2023-1308-309	PALM OF HAND	List-2023-1308-305	HAND	5
List-2023-1308-310	FINGER	List-2023-1308-304	ARM	3
List-2023-1308-310	FINGER	List-2023-1308-305	HAND	8
List-2023-1308-310	FINGER	List-2023-1308-313	CLAW	4
List-2023-1308-310	FINGER	List-2023-1308-321	TOE	12
List-2023-1308-311	THUMB	List-2023-1308-321	TOE	3
List-2023-1308-312	FINGERNAIL	List-2023-1308-313	CLAW	36
List-2023-1308-312	FINGERNAIL	List-2023-1308-700	NAIL (TOOL)	3
List-2023-1308-313	CLAW	List-2023-1308-305	HAND	3
List-2023-1308-313	CLAW	List-2023-1308-310	FINGER	4
List-2023-1308-313	CLAW	List-2023-1308-312	FINGERNAIL	36
List-2023-1308-313	CLAW	List-2023-1308-321	TOE	4
List-2023-1308-314	LEG	List-2023-1308-261	BONE	5
List-2023-1308-314	LEG	List-2023-1308-291	UPPER LEG (THIGH)	17
List-2023-1308-314	LEG	List-2023-1308-315	FOOT	23
List-2023-1308-314	LEG	List-2023-1308-316	CALF OF LEG	4
List-2023-1308-315	FOOT	List-2023-1308-291	UPPER LEG (THIGH)	3
List-2023-1308-315	FOOT	List-2023-1308-314	LEG	23
List-2023-1308-315	FOOT	List-2023-1308-316	CALF OF LEG	3
List-2023-1308-315	FOOT	List-2023-1308-318	ANKLE	3
List-2023-1308-315	FOOT	List-2023-1308-319	HEEL	3
List-2023-1308-315	FOOT	List-2023-1308-320	FOOTPRINT	8
List-2023-1308-315	FOOT	List-2023-1308-321	TOE	4
List-2023-1308-315	FOOT	List-2023-1308-784	WHEEL	5
List-2023-1308-316	CALF OF LEG	List-2023-1308-291	UPPER LEG (THIGH)	3
List-2023-1308-316	CALF OF LEG	List-2023-1308-314	LEG	4
List-2023-1308-316	CALF OF LEG	List-2023-1308-315	FOOT	3
List-2023-1308-316	CALF OF LEG	List-2023-1308-319	HEEL	4
List-2023-1308-317	KNEE	List-2023-1308-307	ELBOW	6
List-2023-1308-317	KNEE	List-2023-1308-318	ANKLE	3
List-2023-1308-317	KNEE	List-2023-1308-743	KNEEL	3
List-2023-1308-318	ANKLE	List-2023-1308-315	FOOT	3
List-2023-1308-318	ANKLE	List-2023-1308-317	KNEE	3
